,source,sentence1,sentence2,labels.label
3473,korsts_train,자볼은 이란 남동부에 있는 마을이다.,코라마바드는 이란 서부에 있는 도시이다.,2.5
3474,korsts_train,"살인, 범죄 협력, 납치 및 테러 자금으로 기소 될 수 있는 구금자는 군대와 경찰의 구성원을 포함합니다.","이구아란은 억류자들이 살인, 범죄 협력, 납치, 테러 자금으로 기소될 것이라고 말했다.",2.3
3478,korsts_train,유대인-미국 단체인 반 명예훼손 연맹(ADL)은 2008년 4월 스위스와 국제 신문에 이 거래를 통해 테러 자금 지원을 비난하며 전면 광고를 게재했다.,명예훼손 반대 연맹은 2008년 4월 스위스와 국제 신문에 이 거래를 통해 스위스가 테러에 자금을 지원했다고 비난하는 전면적인 광고를 실었다.,3.2
3481,korsts_train,배시스템은 영국의 가장 큰 방위회사이다.,배제도는 영국에서 가장 큰 군대이다,2.4
3482,korsts_train,라브로프는 콘돌리자 라이스 국무장관에게 러시아는 여전히 대화에 개방되어 있다고 말했다.,콘돌리자 라이스 미 국무장관은 러시아에 병력 철수를 요구했다.,2.0
3483,korsts_train,추가 개인과 엔티티는 자산 동결의 대상이 됩니다.,결의안에는 자산 동결의 대상이 되는 개인 및 실체의 목록이 포함됩니다.,2.6
3484,korsts_train,조약에서 탈퇴하면 러시아는 러시아 국경 근처에서 세력을 강화할 수 있다.,유럽 조약에서 재래식 세력으로부터 철수하면 러시아는 러시아 국경 근처에서 세력을 강화할 수 있다.,3.1
3485,korsts_train,팬은 위원회가 주로 대만에 대한 향후 투자 기간에 관한 것이라고 말했다.,팬은 투자가 진행되면 위원회가 약속이 유지되도록 보장할 것이라고 말했다.,1.8
3487,korsts_train,"드미트리 메드베데프 대통령의 성명은 크렘린 웹사이트에 게재되었고, 주 뉴스 기관들에 의해 전액 전달되었다.",그 성명은 크렘린 웹사이트에 게시되었고 주 뉴스 기관에 의해 전달되었다.,3.2
3491,korsts_train,국제사면위원회는 런던에 본부를 둔 권리 단체이다.,국제 전략 연구 연구소는 런던에 위치해 있다.,2.0
3496,korsts_train,인도 정부 관계자는 익명을 전제로 말했다.,그 관리는 익명을 전제로 말했다.,2.6
3497,korsts_train,러시아는 미국이 동부에 미사일 방어막을 설치할 계획이라는 미국과의 대립이 있을 때 CFE에서 철수하겠다고 여러 번 위협했었다,러시아는 미국 미사일 방어막을 동유럽으로 연장하려는 계획에 반대하여 CFE로부터의 철수를 반복적으로 위협했다.,3.2
3500,korsts_train,러시아 외무부는 러시아가 대화를 중단하지 않았다고 말했다.,러시아 관리들은 러시아가 그 정학을 재고하지 않을 것이라고 말했다.,1.8
3501,korsts_train,무기 밀수꾼과 마약 카르텔은 동남아시아에서 제거되어야 한다.,무기 밀수꾼과 마약 카르텔은 테러리스트들을 방조한다.,1.8
3506,korsts_train,에스토니아 관리들은 에스토니아 정부 웹사이트가 일시적으로 폐쇄되는 원인이 된 사이버 공격 중 일부는 블라디미르 푸틴 대통령 사무실을 포함한 러시아 행정부의 컴퓨터에서 비롯되었다고 말했다.,안드루스 안십 총리를 포함한 에스토니아의 관계자들은 사이버 공격의 일부는 블라디미르 푸틴 러시아 대통령 사무실의 컴퓨터를 포함한 러시아 정부 컴퓨터에서 발생했다고 주장했다.,2.7
3510,korsts_train,이 협정은 국가 안보와 세계 테러와의 싸움을 다루는 더 넓은 협력을 확립하는 것을 목표로 했다.,영국 국방부는 성명을 통해 -- 이 협정은 국가 안보와 세계 테러와의 싸움을 다루는 더 넓은 협력을 확립하는 것을 목표로 하고 있다.,2.9
3516,korsts_train,지난 주 러시아는 CFE 참여를 중단할 것이라고 발표했다.,나토는 러시아가 CFE에 참여를 중단하기로 한 결정을 후회한다.,2.3
3517,korsts_train,"미국, 다른 서방 국가들, 나토는 폭력을 비난했다.","미국, 다른 서방 국가들과 나토는 휴전을 요구했다.",3.0
3518,korsts_train,인도 국민은 네팔 교도소에서 가장 많은 수의 외국인 수감자를 구성하고 있다.,외국에서 온 마약 밀매업자들은 네팔에서 가장 많은 외국인 수감자들을 구성하고 있다.,2.5
3521,korsts_train,이란 관리들은 2007년 공무원들이 미덕을 증진하고 사회의 안보를 증진시키기 위한 캠페인을 시행함에 따라 사형 집행을 늘렸다.,"사회 안보를 개선하기 위한 캠페인이 벌어지고 있는 가운데, 지난해 이란에서 사형 집행 건수가 증가했다.",2.4
3522,korsts_train,인도는 이스라엘이 게릴라들을 지원하고 훈련시켰다고 비난한다.,인도는 파키스탄이 국경을 초월한 게릴라들에게 자금을 지원하고 훈련했다고 비난한다.,2.9
3530,korsts_train,"CFE는 군대와 중무기의 사용을 제한하고 회원국 간의 신뢰 구축, 투명성 및 협력을 목표로하는 조치를 규정합니다.","이 조약은 나토와 전 동유럽 바르샤바 조약 국가들에 탱크와 병력을 배치하는 것을 제한하고 회원국들 간의 신뢰 구축, 투명성, 협력 방안을 수립한다",1.8
3533,korsts_train,"이란 정부는 국제 원자력기구 이사회에 제시된 정보기관의 주장들을 근거 없는 것으로 일축했고, 그 주장들을 가짜로 뒷받침하기 위해 사용된 정보기관은 이를 일축했다.",국제원자력기구는 이란 정부가 국제원자력기구 이사회에 제시한 정보의 단순 부정은 서방국가들의 의혹을 완화시키기에 충분하지 않다고 주장한다.,2.4
3535,korsts_train,유럽 조약의 재래식 세력은 주요 무기 통제 조약으로 간주된다.,유럽 조약의 재래식 세력은 소비에트 시대의 무기 통제 조약의 핵심이었다.,2.7
3536,korsts_train,니카라과는 아나스타시오 소모자의 독재를 무너뜨리고 쿠바식 좌파 정권을 세운 산디니스타 혁명 25주년을 기념했다.,니카라과는 산디니스타 혁명 25주년을 기념했다.,2.2
3537,korsts_train,터키에서 온 13명의 쿠르드족이 쿠르드족 노동자당(pkk )에 대한 돈세탁 혐의로 파리 근처에서 체포되었다.,쿠르드족 노동자당(pkk)으로 알려진 테러조직에 대한 돈세탁 의혹으로 프랑스에서 10명의 쿠르드족이 조사를 받고 있다.,2.8
3540,korsts_train,"러시아 정부는 미국의 유럽 방공망 설치 계획에 강력히 반대하고, 이란의 위협으로부터 방어하기 위해 요격기가 필요하다는 미국의 주장을 일축한다.","나토 본부에서 열린 회담 후, 발루예프스키는 러시아가 유럽에 방탄방어기를 설치할 계획이라는 것에 반대하고 이란의 잠재적 위협으로부터 방어하기 위해 요격기가 필요하다는 미국의 주장을 일축했다.",2.8
3546,korsts_train,니카라과는 산디니스타 혁명 25주년을 기념했다.,니카라과는 산디니스타 혁명 기념일에 어떻게 접근해야 하는지에 대해 화해하지 않았다.,2.4
3550,korsts_train,"이 조약은 유럽 전역의 항공기, 탱크 및 기타 비핵 중화기의 수를 제한하고 1990년에 처음 서명되었습니다.","이 조약은 유럽 전역의 항공기, 탱크 및 기타 비핵 중화기의 수를 제한한다.",2.9
3552,korsts_train,경찰은 온두라스 마약 밀매 용의자 2명을 체포했다.,불가리아 경찰의 마약 밀매 단체의 수장 체포,1.8
3553,korsts_train,"만약 일본이 그 날에 부상한다면, 일본은 군사력 면에서도 결코 패배하지 않을 것이다.",오자와는 일본이 그 행사에 오르면 일본은 군사력 측면에서도 결코 패배하지 않을 것이라고 말했다.,2.8
3557,korsts_train,그 남자들이 감옥에 교수형을 당했는지는 말하지 않았다.,수십명의 범죄자들이 공공장소에서 교수형을 당했다.,1.8
3558,korsts_train,국제사면 보고서는 무장 폭력에 반대하는 안전한 세계와 같은 유럽과 국제 비정부기구에 의해 작성되었다.,국제사면 보고서는 유럽과 국제 비정부 포럼에 의해 작성되었다.,2.6
3560,korsts_train,이란 정부는 그 비난을 부인했고 핵 프로그램은 평화적인 목적을 위한 것이라고 주장했다.,이란은 핵 프로그램이 평화적인 목적을 위한 것이라고 주장한다,3.1
3561,korsts_train,확산 보안 계획은 대량 살상 무기 소지로 의심되는 선박을 정지시키고 수색할 것을 요구합니다.,확산 보안 계획의 구성원들은 대량 살상 무기 소지로 의심되는 선박이나 항공기를 요격하는 방법을 고려하고 있다.,2.6
3562,korsts_train,국제사회는 광범위한 협의를 통해 핵확산금지체제를 강화하기 위한 공정하고 합리적이며 효과적인 방법을 모색하고 현대화해야 한다.,세 번째 제안은 국가들이 시대를 따라 발전하고 광범위한 협의를 통해 핵 비확산 체제를 강화하기 위한 공정하고 합리적이며 효과적인 방법을 모색해야 한다는 것이었다.,2.9
3563,korsts_train,국제사면위원회는 미얀마에 공격용 헬리콥터를 판매하는 인도 프로젝트가 미얀마에 대한 유럽연합의 무기 금수조치를 위협하고 있다는 보고서를 발표했다.,국제사면 보고서는 미얀마를 위한 인도 헬리콥터라는 제목이 붙여졌다: EU 무기 금수조치를 조롱하는 것?,2.6
3564,korsts_train,나이엠 M.은 헤로인 10kg(22파운드)을 밀수했다.,피고인들은 헤로인 11kg(24파운드) 이상을 밀수했다.,2.9
3565,korsts_train,29명의 사람들이 베트남에서 중국으로 헤로인을 밀매한 마약 반지에 참여한 quang ninh 사람들의 법원에 의해 유죄 판결을 받았습니다.,법원의 관계자인 트란 다오는 12명이 베트남에서 중국으로 헤로인을 밀매한 마약반지에 참여한 콴닌 사람들의 법정에 의해 유죄 판결을 받은 29명 중 한 명이라고 말했다.,2.8
3568,korsts_train,"프랑스, 벨기에, 독일, 스웨덴, 이탈리아, 영국은 첨단 경헬기(알)에 부품과 기술을 제공한다.","프랑스, 벨기에, 독일, 스웨덴, 이탈리아, 영국은 인도가 미얀마에 팔 계획인 첨단 경 헬기에 부품과 기술을 제공합니다.",2.7
3569,korsts_train,쉬운 가용성과 이웃 충돌로 인해 케냐에서 불법 무기 밀매가 증가합니다.,케냐에서는 불법 무기 밀매가 증가했고 보안에 대한 우려가 커졌다.,2.5
3571,korsts_train,엘바라데이는 중동 평화 협정은 이 지역에서 대량 살상 무기들을 근절하는 것에 기초한 안보 협정과 병행하여만 체결될 수 있다고 말한다.,엘바라데이는 이스라엘과 아랍 이웃 국가들 사이의 평화 협정이 이 지역에서 대량 살상 무기들을 근절하는 것에 기초한 안보 협정과 병행되어야 한다고 말한 것으로 인용되었다.,3.2
3577,korsts_train,"에스토니아, 라트비아, 리투아니아, 독일, 이탈리아, 스페인, 슬로바키아의 국방장관들은 센터에 직원과 자금을 제공하기 위한 협정에 서명할 것이다.","에스토니아, 라트비아, 리투아니아, 독일, 이탈리아, 스페인, 슬로바키아의 국방 장관이 이 협정에 서명했습니다.",2.8
3578,korsts_train,우주 방어 프로그램을 사용할 수 있도록 하는 새로운 법을 제안하는 법안은 지난 주 일본 정부의 하원에서 이미 승인을 받았습니다.,새 법에 대한 법안은 지난 주 일본 정부의 하원에서 이미 승인되었다.,2.6
3579,korsts_train,반 데르 메르웨는 총 13년의 징역형을 선고했다.,반 데르 메르웨는 가이게스의 형을 5년 징역형으로 중지했다.,2.2
3580,korsts_train,자헤단은 남동부에 있는 도시입니다,밤은 남동부의 도시입니다,3.1
3582,korsts_train,중국은 중국에 대한 미국의 압력에 대해 북한 선박을 멈추고 수색하라는 발동을 지금까지 일축해 왔다.,중국은 미국이 중국에 북한 선박을 멈추고 수색하라는 압력을 가하면 군사적 충돌이 발생할 수 있다고 말했다.,2.5
3583,korsts_train,브라질의 전략부 장관 로베르토 망가베이라 운거는 브라질의 새로운 국방 계획은 최첨단 무기 산업을 건설하기 위해 러시아와 프랑스를 포함한 국가들과의 파트너십을 구축할 것을 요구하고 있다고 말했다.,UNGER은 브라질의 새로운 국방 계획은 최첨단 무기 산업을 건설하기 위해 러시아와 프랑스를 포함한 국가들과의 파트너십을 구축할 것을 요구하고 있다고 말했다.,2.8
3585,korsts_train,"고급 경헬기(알)의 변형에는 벨기에의 로켓 발사기, 프랑스로부터의 로켓, 총, 엔진, 이탈리아의 브레이크 시스템, 영국의 연료 탱크와 기어박스, 스웨덴 회사의 자체 보호 장비, 독일 기업으로부터 중요한 설계 개발 및 엔진 제어 제조를 받았다.","알의 무기고에는 벨기에 로켓의 로켓 발사기, 이탈리아 연료 탱크의 프랑스 브레이크 시스템의 총 및 엔진, 스웨덴 회사의 영국 자체 보호 장비의 기어 박스가 포함되어 있습니다.",2.4
3588,korsts_train,유럽 조약의 재래식 세력은 1990년에 러시아와 나토 회원국들에 의해 서명되었다.,유럽 조약의 재래식 세력은 1999년에 개정되었다.,1.8
